state_name,district,year,commodity_name,production
Karnataka,BAGALKOT,1999,Horse-gram,538.0
Karnataka,BAGALKOT,1999,Jowar,147679.0
Karnataka,BAGALKOT,1999,Linseed,1647.0
Karnataka,BAGALKOT,1999,Maize,41391.0
Karnataka,BAGALKOT,1999,Other  Rabi pulses,202.0
Karnataka,BAGALKOT,1999,Rapeseed &Mustard,11.0
Karnataka,BAGALKOT,1999,Safflower,2828.0
Karnataka,BAGALKOT,1999,Sunflower,15169.0
Karnataka,BAGALKOT,1999,Wheat,29875.0
Karnataka,BAGALKOT,1999,Maize,760.0
Karnataka,BAGALKOT,1999,Sunflower,1065.0
Karnataka,BAGALKOT,1999,Banana,23628.0
Karnataka,BAGALKOT,1999,Coconut ,6130.0
Karnataka,BAGALKOT,1999,Coriander,3.0
Karnataka,BAGALKOT,1999,Dry chillies,595.0
Karnataka,BAGALKOT,1999,Garlic,25.0
Karnataka,BAGALKOT,1999,Onion,52778.0
Karnataka,BAGALKOT,1999,Sugarcane,6143232.0
Karnataka,BAGALKOT,1999,Sweet potato,162.0
Karnataka,BAGALKOT,1999,Turmeric,1684.0
Karnataka,BAGALKOT,2000,Arhar/Tur,3693.0
Karnataka,BAGALKOT,2000,Bajra,41300.0
Karnataka,BAGALKOT,2000,Castor seed,67.0
Karnataka,BAGALKOT,2000,Cotton(lint),23002.0
Karnataka,BAGALKOT,2000,Groundnut,9664.0
Karnataka,BAGALKOT,2000,Horse-gram,2902.0
Karnataka,BAGALKOT,2000,Jowar,22359.0
Karnataka,BAGALKOT,2000,Maize,99110.0
Karnataka,BAGALKOT,2000,Mesta,17.0
Karnataka,BAGALKOT,2000,Moong(Green Gram),10069.0
Karnataka,BAGALKOT,2000,Niger seed,66.0
Karnataka,BAGALKOT,2000,Other Kharif pulses,1001.0
Karnataka,BAGALKOT,2000,Rice,311.0
Karnataka,BAGALKOT,2000,Sesamum,969.0
Karnataka,BAGALKOT,2000,Small millets,723.0
Karnataka,BAGALKOT,2000,Soyabean,4749.0
Karnataka,BAGALKOT,2000,Sunflower,16262.0
Karnataka,BAGALKOT,2000,Gram,9834.0
Karnataka,BAGALKOT,2000,Groundnut,17305.0
Karnataka,BAGALKOT,2000,Horse-gram,490.0
Karnataka,BAGALKOT,2000,Jowar,94603.0
Karnataka,BAGALKOT,2000,Linseed,1377.0
Karnataka,BAGALKOT,2000,Maize,47659.0
Karnataka,BAGALKOT,2000,Other  Rabi pulses,90.0
Karnataka,BAGALKOT,2000,Rapeseed &Mustard,11.0
Karnataka,BAGALKOT,2000,Safflower,3023.0
Karnataka,BAGALKOT,2000,Sunflower,20518.0
Karnataka,BAGALKOT,2000,Wheat,37181.0
Karnataka,BAGALKOT,2000,Maize,8799.0
Karnataka,BAGALKOT,2000,Sunflower,2163.0
Karnataka,BAGALKOT,2000,Arecanut,6.0
Karnataka,BAGALKOT,2000,Banana,14647.0
Karnataka,BAGALKOT,2000,Coconut ,6268.0
Karnataka,BAGALKOT,2000,Coriander,3.0
Karnataka,BAGALKOT,2000,Dry chillies,654.0
Karnataka,BAGALKOT,2000,Garlic,22.0
Karnataka,BAGALKOT,2000,Onion,33520.0
Karnataka,BAGALKOT,2000,Sannhamp,9.0
Karnataka,BAGALKOT,2000,Sugarcane,7014752.0
Karnataka,BAGALKOT,2000,Sweet potato,162.0
Karnataka,BAGALKOT,2000,Turmeric,1476.0
Karnataka,BAGALKOT,2001,Arhar/Tur,925.0
Karnataka,BAGALKOT,2001,Bajra,11519.0
Karnataka,BAGALKOT,2001,Castor seed,14.0
Karnataka,BAGALKOT,2001,Cotton(lint),22539.0
Karnataka,BAGALKOT,2001,Groundnut,17691.0
Karnataka,BAGALKOT,2001,Horse-gram,1606.0
Karnataka,BAGALKOT,2001,Jowar,12064.0
Karnataka,BAGALKOT,2001,Maize,66431.0
Karnataka,BAGALKOT,2001,Mesta,10.0
Karnataka,BAGALKOT,2001,Moong(Green Gram),501.0
Karnataka,BAGALKOT,2001,Niger seed,25.0
Karnataka,BAGALKOT,2001,Other Kharif pulses,151.0
Karnataka,BAGALKOT,2001,Rice,411.0
Karnataka,BAGALKOT,2001,Sesamum,581.0
Karnataka,BAGALKOT,2001,Small millets,16.0
Karnataka,BAGALKOT,2001,Soyabean,303.0
Karnataka,BAGALKOT,2001,Sunflower,6843.0
Karnataka,BAGALKOT,2001,Gram,17984.0
Karnataka,BAGALKOT,2001,Horse-gram,5554.0
Karnataka,BAGALKOT,2001,Jowar,125015.0
Karnataka,BAGALKOT,2001,Linseed,2641.0
Karnataka,BAGALKOT,2001,Maize,43755.0
Karnataka,BAGALKOT,2001,Other  Rabi pulses,88.0
Karnataka,BAGALKOT,2001,Rapeseed &Mustard,11.0
Karnataka,BAGALKOT,2001,Safflower,2817.0
Karnataka,BAGALKOT,2001,Sunflower,24663.0
Karnataka,BAGALKOT,2001,Wheat,34969.0
Karnataka,BAGALKOT,2001,Maize,4066.0
Karnataka,BAGALKOT,2001,Rice,19.0
Karnataka,BAGALKOT,2001,Sunflower,3365.0
Karnataka,BAGALKOT,2001,Arecanut,6.0
Karnataka,BAGALKOT,2001,Coconut ,5456.0
Karnataka,BAGALKOT,2001,Coriander,3.0
Karnataka,BAGALKOT,2001,Dry chillies,608.0
Karnataka,BAGALKOT,2001,Onion,64311.0
Karnataka,BAGALKOT,2001,Sannhamp,5.0
Karnataka,BAGALKOT,2001,Sugarcane,5570468.0
Karnataka,BAGALKOT,2001,Turmeric,1553.0
Karnataka,BAGALKOT,2002,Arhar/Tur,1113.0
Karnataka,BAGALKOT,2002,Bajra,7171.0
Karnataka,BAGALKOT,2002,Castor seed,9.0
Karnataka,BAGALKOT,2002,Cotton(lint),5149.0
Karnataka,BAGALKOT,2002,Groundnut,1920.0
Karnataka,BAGALKOT,2002,Horse-gram,2075.0
Karnataka,BAGALKOT,2002,Jowar,9005.0
Karnataka,BAGALKOT,2002,Maize,60945.0
Karnataka,BAGALKOT,2002,Mesta,13.0
Karnataka,BAGALKOT,2002,Moong(Green Gram),330.0
Karnataka,BAGALKOT,2002,Niger seed,18.0
Karnataka,BAGALKOT,2002,Other Kharif pulses,1646.0
Karnataka,BAGALKOT,2002,Rice,230.0
Karnataka,BAGALKOT,2002,Sesamum,796.0
Karnataka,BAGALKOT,2002,Small millets,67.0
Karnataka,BAGALKOT,2002,Soyabean,728.0
Karnataka,BAGALKOT,2002,Sunflower,11438.0
Karnataka,BAGALKOT,2002,Gram,17905.0
Karnataka,BAGALKOT,2002,Groundnut,12994.0
Karnataka,BAGALKOT,2002,Horse-gram,1689.0
Karnataka,BAGALKOT,2002,Jowar,98880.0
Karnataka,BAGALKOT,2002,Linseed,2207.0
Karnataka,BAGALKOT,2002,Maize,31585.0
Karnataka,BAGALKOT,2002,Other  Rabi pulses,21.0
Karnataka,BAGALKOT,2002,Rapeseed &Mustard,12.0
Karnataka,BAGALKOT,2002,Safflower,2703.0
Karnataka,BAGALKOT,2002,Sunflower,31053.0
Karnataka,BAGALKOT,2002,Wheat,32386.0
Karnataka,BAGALKOT,2002,Jowar,2.0
Karnataka,BAGALKOT,2002,Maize,4217.0
Karnataka,BAGALKOT,2002,Rice,16.0
Karnataka,BAGALKOT,2002,Sunflower,2809.0
Karnataka,BAGALKOT,2002,Arcanut (Processed),8.0
Karnataka,BAGALKOT,2002,Atcanut (Raw),40.0
Karnataka,BAGALKOT,2002,Banana,7118.0
Karnataka,BAGALKOT,2002,Brinjal,1010.0
Karnataka,BAGALKOT,2002,Citrus Fruit,3155.0
Karnataka,BAGALKOT,2002,Coconut ,4190.0
Karnataka,BAGALKOT,2002,Coriander,3.0
Karnataka,BAGALKOT,2002,Dry chillies,292.0
Karnataka,BAGALKOT,2002,Garlic,15.0
Karnataka,BAGALKOT,2002,Grapes,16383.0
Karnataka,BAGALKOT,2002,Mango,920.0
Karnataka,BAGALKOT,2002,Onion,30605.0
Karnataka,BAGALKOT,2002,Other Fresh Fruits,955.0
Karnataka,BAGALKOT,2002,Papaya,117.0
Karnataka,BAGALKOT,2002,Pome Fruit,168.0
Karnataka,BAGALKOT,2002,Sannhamp,5.0
Karnataka,BAGALKOT,2002,Sugarcane,5241374.0
Karnataka,BAGALKOT,2002,Sweet potato,63.0
Karnataka,BAGALKOT,2002,Tomato,639.0
Karnataka,BAGALKOT,2002,Turmeric,1991.0
Karnataka,BAGALKOT,2003,Arhar/Tur,40.0
Karnataka,BAGALKOT,2003,Bajra,8153.0
Karnataka,BAGALKOT,2003,Castor seed,1.0
Karnataka,BAGALKOT,2003,Cotton(lint),6374.0
Karnataka,BAGALKOT,2003,Groundnut,1644.0
Karnataka,BAGALKOT,2003,Horse-gram,112.0
Karnataka,BAGALKOT,2003,Jowar,9345.0
Karnataka,BAGALKOT,2003,Maize,52889.0
Karnataka,BAGALKOT,2003,Mesta,286.0
Karnataka,BAGALKOT,2003,Moong(Green Gram),56.0
Karnataka,BAGALKOT,2003,Niger seed,23.0
Karnataka,BAGALKOT,2003,Other Kharif pulses,45.0
Karnataka,BAGALKOT,2003,Rice,210.0
Karnataka,BAGALKOT,2003,Sesamum,236.0
Karnataka,BAGALKOT,2003,Small millets,39.0
Karnataka,BAGALKOT,2003,Soyabean,119.0
Karnataka,BAGALKOT,2003,Sunflower,9155.0
Karnataka,BAGALKOT,2003,Gram,4448.0
Karnataka,BAGALKOT,2003,Groundnut,22871.0
Karnataka,BAGALKOT,2003,Horse-gram,230.0
Karnataka,BAGALKOT,2003,Jowar,10766.0
Karnataka,BAGALKOT,2003,Linseed,264.0
Karnataka,BAGALKOT,2003,Maize,32576.0
Karnataka,BAGALKOT,2003,Other  Rabi pulses,76.0
Karnataka,BAGALKOT,2003,Rapeseed &Mustard,10.0
Karnataka,BAGALKOT,2003,Safflower,343.0
Karnataka,BAGALKOT,2003,Sunflower,24320.0
Karnataka,BAGALKOT,2003,Wheat,18327.0
Karnataka,BAGALKOT,2003,Jowar,98.0
Karnataka,BAGALKOT,2003,Maize,3310.0
Karnataka,BAGALKOT,2003,Rice,7.0
Karnataka,BAGALKOT,2003,Sunflower,2693.0
Karnataka,BAGALKOT,2003,Arecanut,8.0
Karnataka,BAGALKOT,2003,Banana,7423.0
Karnataka,BAGALKOT,2003,Brinjal,4377.0
Karnataka,BAGALKOT,2003,Citrus Fruit,1368.0
Karnataka,BAGALKOT,2003,Coconut ,2867.0
Karnataka,BAGALKOT,2003,Coriander,2.0
Karnataka,BAGALKOT,2003,Dry chillies,798.0
Karnataka,BAGALKOT,2003,Garlic,124.0
Karnataka,BAGALKOT,2003,Grapes,78515.0
Karnataka,BAGALKOT,2003,Mango,2073.0
Karnataka,BAGALKOT,2003,Onion,27894.0
Karnataka,BAGALKOT,2003,Other Fresh Fruits,800.0
Karnataka,BAGALKOT,2003,Pome Fruit,70.0
Karnataka,BAGALKOT,2003,Sannhamp,5.0
Karnataka,BAGALKOT,2003,Sugarcane,2834124.0
Karnataka,BAGALKOT,2003,Sweet potato,133.0
Karnataka,BAGALKOT,2003,Tomato,853.0
Karnataka,BAGALKOT,2004,Arhar/Tur,655.0
Karnataka,BAGALKOT,2004,Bajra,32970.0
Karnataka,BAGALKOT,2004,Castor seed,2.0
Karnataka,BAGALKOT,2004,Cotton(lint),12172.0
Karnataka,BAGALKOT,2004,Groundnut,3776.0
Karnataka,BAGALKOT,2004,Horse-gram,1049.0
Karnataka,BAGALKOT,2004,Jowar,20951.0
Karnataka,BAGALKOT,2004,Maize,130280.0
Karnataka,BAGALKOT,2004,Mesta,229.0
Karnataka,BAGALKOT,2004,Moong(Green Gram),4315.0
Karnataka,BAGALKOT,2004,Niger seed,34.0
Karnataka,BAGALKOT,2004,Other Kharif pulses,298.98
Karnataka,BAGALKOT,2004,Rice,178.75
Karnataka,BAGALKOT,2004,Sesamum,581.0
Karnataka,BAGALKOT,2004,Small millets,19.0
Karnataka,BAGALKOT,2004,Soyabean,5156.0
Karnataka,BAGALKOT,2004,Sunflower,29116.0
Karnataka,BAGALKOT,2004,Gram,10288.0
Karnataka,BAGALKOT,2004,Groundnut,25292.0
Karnataka,BAGALKOT,2004,Horse-gram,591.0
Karnataka,BAGALKOT,2004,Jowar,100053.0
Karnataka,BAGALKOT,2004,Linseed,658.0
Karnataka,BAGALKOT,2004,Maize,42223.0
Karnataka,BAGALKOT,2004,Other  Rabi pulses,92.0
Karnataka,BAGALKOT,2004,Rapeseed &Mustard,10.0
Karnataka,BAGALKOT,2004,Safflower,943.0
Karnataka,BAGALKOT,2004,Sunflower,35641.0
Karnataka,BAGALKOT,2004,Wheat,32903.0
Karnataka,BAGALKOT,2004,Maize,5691.0
Karnataka,BAGALKOT,2004,Sunflower,3052.0
Karnataka,BAGALKOT,2004,Arecanut,3.0
Karnataka,BAGALKOT,2004,Banana,7032.0
Karnataka,BAGALKOT,2004,Coconut ,21813.52
Karnataka,BAGALKOT,2004,Coriander,3.0
Karnataka,BAGALKOT,2004,Dry chillies,459.0
Karnataka,BAGALKOT,2004,Garlic,124.0
Karnataka,BAGALKOT,2004,Onion,65436.0
Karnataka,BAGALKOT,2004,Sweet potato,181.0
Karnataka,BAGALKOT,2004,Turmeric,2277.0
Karnataka,BAGALKOT,2005,Arhar/Tur,1032.0
Karnataka,BAGALKOT,2005,Bajra,54674.0
Karnataka,BAGALKOT,2005,Dry chillies,231.0
Karnataka,BAGALKOT,2005,Groundnut,5000.0
Karnataka,BAGALKOT,2005,Horse-gram,1914.0
Karnataka,BAGALKOT,2005,Jowar,27092.0
Karnataka,BAGALKOT,2005,Maize,153176.0
Karnataka,BAGALKOT,2005,Moong(Green Gram),3375.0
Karnataka,BAGALKOT,2005,Niger seed,28.0
Karnataka,BAGALKOT,2005,Onion,39517.0
Karnataka,BAGALKOT,2005,Other Kharif pulses,203.0
Karnataka,BAGALKOT,2005,Rice,355.0
Karnataka,BAGALKOT,2005,Sesamum,1515.0
Karnataka,BAGALKOT,2005,Small millets,34.0
Karnataka,BAGALKOT,2005,Soyabean,4947.0
Karnataka,BAGALKOT,2005,Sunflower,26039.0
Karnataka,BAGALKOT,2005,Urad,2.0
Karnataka,BAGALKOT,2005,Dry chillies,192.0
Karnataka,BAGALKOT,2005,Gram,11244.0
Karnataka,BAGALKOT,2005,Groundnut,18157.0
Karnataka,BAGALKOT,2005,Horse-gram,1298.0
Karnataka,BAGALKOT,2005,Jowar,138382.0
Karnataka,BAGALKOT,2005,Linseed,778.0
Karnataka,BAGALKOT,2005,Maize,61920.0
Karnataka,BAGALKOT,2005,Onion,15322.0
Karnataka,BAGALKOT,2005,Other  Rabi pulses,131.0
Karnataka,BAGALKOT,2005,Rapeseed &Mustard,11.0
Karnataka,BAGALKOT,2005,Safflower,1293.0
Karnataka,BAGALKOT,2005,Sunflower,56526.0
Karnataka,BAGALKOT,2005,Wheat,34948.0
Karnataka,BAGALKOT,2005,Dry chillies,42.0
Karnataka,BAGALKOT,2005,Jowar,6.0
Karnataka,BAGALKOT,2005,Maize,7038.0
Karnataka,BAGALKOT,2005,Onion,9735.0
Karnataka,BAGALKOT,2005,Rice,196.0
Karnataka,BAGALKOT,2005,Sunflower,3098.0
Karnataka,BAGALKOT,2005,Banana,2477.0
Karnataka,BAGALKOT,2005,Coconut ,1973.0
Karnataka,BAGALKOT,2005,Coriander,3.0
Karnataka,BAGALKOT,2005,Cotton(lint),9351.0
Karnataka,BAGALKOT,2005,Garlic,50.0
Karnataka,BAGALKOT,2005,Mesta,156.0
Karnataka,BAGALKOT,2005,Sugarcane,3445810.0
Karnataka,BAGALKOT,2005,Sweet potato,158.0
Karnataka,BAGALKOT,2005,Turmeric,4453.0
Karnataka,BAGALKOT,2006,Arhar/Tur,904.0
Karnataka,BAGALKOT,2006,Bajra,13233.0
Karnataka,BAGALKOT,2006,Groundnut,2911.0
Karnataka,BAGALKOT,2006,Horse-gram,207.0
Karnataka,BAGALKOT,2006,Jowar,8155.0
Karnataka,BAGALKOT,2006,Maize,137679.0
Karnataka,BAGALKOT,2006,Moong(Green Gram),1574.0
Karnataka,BAGALKOT,2006,Niger seed,39.0
Karnataka,BAGALKOT,2006,Other Kharif pulses,381.0
Karnataka,BAGALKOT,2006,Rapeseed &Mustard,8.0
Karnataka,BAGALKOT,2006,Rice,339.0
Karnataka,BAGALKOT,2006,Sesamum,283.0
Karnataka,BAGALKOT,2006,Small millets,14.0
Karnataka,BAGALKOT,2006,Soyabean,3215.0
Karnataka,BAGALKOT,2006,Sunflower,11199.0
Karnataka,BAGALKOT,2006,Gram,9088.0
Karnataka,BAGALKOT,2006,Groundnut,12000.0
Karnataka,BAGALKOT,2006,Horse-gram,234.0
Karnataka,BAGALKOT,2006,Jowar,60772.0
Karnataka,BAGALKOT,2006,Linseed,625.0
Karnataka,BAGALKOT,2006,Maize,44443.0
Karnataka,BAGALKOT,2006,Other  Rabi pulses,207.0
Karnataka,BAGALKOT,2006,Safflower,1345.0
Karnataka,BAGALKOT,2006,Sunflower,20690.0
Karnataka,BAGALKOT,2006,Wheat,27344.0
Karnataka,BAGALKOT,2006,Maize,6625.0
Karnataka,BAGALKOT,2006,Sunflower,3902.0
Karnataka,BAGALKOT,2006,Banana,11420.0
Karnataka,BAGALKOT,2006,Coconut ,1128.0
Karnataka,BAGALKOT,2006,Coriander,4.0
Karnataka,BAGALKOT,2006,Cotton(lint),4695.0
Karnataka,BAGALKOT,2006,Dry chillies,872.0
Karnataka,BAGALKOT,2006,Garlic,46.0
Karnataka,BAGALKOT,2006,Mesta,67.0
Karnataka,BAGALKOT,2006,Onion,59102.0
Karnataka,BAGALKOT,2006,Sugarcane,4274996.0
Karnataka,BAGALKOT,2006,Sweet potato,146.0
Karnataka,BAGALKOT,2006,Turmeric,4045.0
Karnataka,BAGALKOT,2007,Arhar/Tur,3402.0
Karnataka,BAGALKOT,2007,Bajra,58785.0
Karnataka,BAGALKOT,2007,Dry chillies,630.0
Karnataka,BAGALKOT,2007,Groundnut,3866.0
Karnataka,BAGALKOT,2007,Horse-gram,1390.0
Karnataka,BAGALKOT,2007,Jowar,15692.0
Karnataka,BAGALKOT,2007,Maize,194845.0
Karnataka,BAGALKOT,2007,Moong(Green Gram),9431.0
Karnataka,BAGALKOT,2007,Niger seed,76.0
Karnataka,BAGALKOT,2007,Onion,81411.0
Karnataka,BAGALKOT,2007,Other Kharif pulses,728.0
Karnataka,BAGALKOT,2007,Rapeseed &Mustard,15.0
Karnataka,BAGALKOT,2007,Rice,206.0
Karnataka,BAGALKOT,2007,Sesamum,702.0
Karnataka,BAGALKOT,2007,Small millets,23.0
Karnataka,BAGALKOT,2007,Soyabean,3474.0
Karnataka,BAGALKOT,2007,Sunflower,13004.0
Karnataka,BAGALKOT,2007,Urad,14.0
Karnataka,BAGALKOT,2007,Dry chillies,386.0
Karnataka,BAGALKOT,2007,Gram,34287.0
Karnataka,BAGALKOT,2007,Groundnut,14425.0
Karnataka,BAGALKOT,2007,Horse-gram,1218.0
Karnataka,BAGALKOT,2007,Jowar,178029.0
Karnataka,BAGALKOT,2007,Linseed,1844.0
Karnataka,BAGALKOT,2007,Maize,67418.0
Karnataka,BAGALKOT,2007,Onion,10215.0
Karnataka,BAGALKOT,2007,Other  Rabi pulses,272.0
Karnataka,BAGALKOT,2007,Safflower,2688.0
Karnataka,BAGALKOT,2007,Sunflower,35479.0
Karnataka,BAGALKOT,2007,Wheat,38300.0
Karnataka,BAGALKOT,2007,Dry chillies,369.0
Karnataka,BAGALKOT,2007,Maize,7618.0
Karnataka,BAGALKOT,2007,Onion,6030.0
Karnataka,BAGALKOT,2007,Sunflower,7302.0
Karnataka,BAGALKOT,2007,Banana,13986.0
Karnataka,BAGALKOT,2007,Coconut ,1344.0
Karnataka,BAGALKOT,2007,Coriander,14.0
Karnataka,BAGALKOT,2007,Cotton(lint),3791.0
Karnataka,BAGALKOT,2007,Garlic,64.0
Karnataka,BAGALKOT,2007,Mesta,17.0
Karnataka,BAGALKOT,2007,Sugarcane,5071202.0
Karnataka,BAGALKOT,2007,Sweet potato,89.0
Karnataka,BAGALKOT,2007,Turmeric,15696.0
Karnataka,BAGALKOT,2008,Arhar/Tur,288.0
Karnataka,BAGALKOT,2008,Bajra,24287.0
Karnataka,BAGALKOT,2008,Dry chillies,709.0
Karnataka,BAGALKOT,2008,Groundnut,1366.0
Karnataka,BAGALKOT,2008,Horse-gram,186.0
Karnataka,BAGALKOT,2008,Jowar,9125.0
Karnataka,BAGALKOT,2008,Maize,160977.0
Karnataka,BAGALKOT,2008,Moong(Green Gram),321.0
Karnataka,BAGALKOT,2008,Niger seed,35.0
Karnataka,BAGALKOT,2008,Onion,54530.0
Karnataka,BAGALKOT,2008,Other Kharif pulses,158.0
Karnataka,BAGALKOT,2008,Rice,266.13
Karnataka,BAGALKOT,2008,Sesamum,280.0
Karnataka,BAGALKOT,2008,Soyabean,2314.0
Karnataka,BAGALKOT,2008,Sunflower,11046.0
Karnataka,BAGALKOT,2008,Urad,9.0
Karnataka,BAGALKOT,2008,Dry chillies,737.0
Karnataka,BAGALKOT,2008,Gram,25597.0
Karnataka,BAGALKOT,2008,Groundnut,16611.0
Karnataka,BAGALKOT,2008,Horse-gram,1698.0
Karnataka,BAGALKOT,2008,Jowar,162768.0
Karnataka,BAGALKOT,2008,Linseed,1168.0
Karnataka,BAGALKOT,2008,Maize,73062.0
Karnataka,BAGALKOT,2008,Onion,22773.0
Karnataka,BAGALKOT,2008,Other  Rabi pulses,411.0
Karnataka,BAGALKOT,2008,Rapeseed &Mustard,
Karnataka,BAGALKOT,2008,Safflower,2258.0
Karnataka,BAGALKOT,2008,Sunflower,30374.0
Karnataka,BAGALKOT,2008,Wheat,37486.0
Karnataka,BAGALKOT,2008,Dry chillies,390.0
Karnataka,BAGALKOT,2008,Maize,9192.0
Karnataka,BAGALKOT,2008,Onion,4053.0
Karnataka,BAGALKOT,2008,Sunflower,4890.0
Karnataka,BAGALKOT,2008,Banana,32850.0
Karnataka,BAGALKOT,2008,Cashewnut,0.61
Karnataka,BAGALKOT,2008,Coconut ,2809.0
Karnataka,BAGALKOT,2008,Coriander,45.0
Karnataka,BAGALKOT,2008,Cotton(lint),5901.0
Karnataka,BAGALKOT,2008,Garlic,61.0
Karnataka,BAGALKOT,2008,Mesta,6.0
Karnataka,BAGALKOT,2008,Sugarcane,5860723.0
Karnataka,BAGALKOT,2008,Sweet potato,202.0
Karnataka,BAGALKOT,2008,Turmeric,13402.0
Karnataka,BAGALKOT,2009,Arhar/Tur,2610.0
Karnataka,BAGALKOT,2009,Bajra,17323.0
Karnataka,BAGALKOT,2009,Gram,228.0
Karnataka,BAGALKOT,2009,Groundnut,1789.0
Karnataka,BAGALKOT,2009,Horse-gram,228.0
Karnataka,BAGALKOT,2009,Jowar,3769.0
Karnataka,BAGALKOT,2009,Maize,124102.0
Karnataka,BAGALKOT,2009,Moong(Green Gram),4883.0
Karnataka,BAGALKOT,2009,Niger seed,58.0
Karnataka,BAGALKOT,2009,Onion,49445.0
Karnataka,BAGALKOT,2009,Other Kharif pulses,256.0
Karnataka,BAGALKOT,2009,Rice,381.58
Karnataka,BAGALKOT,2009,Sesamum,801.0
Karnataka,BAGALKOT,2009,Small millets,15.0
Karnataka,BAGALKOT,2009,Soyabean,2035.0
Karnataka,BAGALKOT,2009,Sunflower,5156.0
Karnataka,BAGALKOT,2009,Urad,10.0
Karnataka,BAGALKOT,2009,Dry chillies,669.0
Karnataka,BAGALKOT,2009,Gram,474.0
Karnataka,BAGALKOT,2009,Groundnut,20266.0
Karnataka,BAGALKOT,2009,Horse-gram,474.0
Karnataka,BAGALKOT,2009,Jowar,117488.0
Karnataka,BAGALKOT,2009,Linseed,635.0
Karnataka,BAGALKOT,2009,Maize,63865.0
Karnataka,BAGALKOT,2009,Onion,14319.0
Karnataka,BAGALKOT,2009,Other  Rabi pulses,255.0
Karnataka,BAGALKOT,2009,Safflower,1734.0
Karnataka,BAGALKOT,2009,Sunflower,17100.0
Karnataka,BAGALKOT,2009,Wheat,36213.0
Karnataka,BAGALKOT,2009,Dry chillies,576.0
Karnataka,BAGALKOT,2009,Maize,9552.0
Karnataka,BAGALKOT,2009,Onion,4485.0
Karnataka,BAGALKOT,2009,Sunflower,2295.0
Karnataka,BAGALKOT,2009,Banana,17048.0
Karnataka,BAGALKOT,2009,Cashewnut,1.0
Karnataka,BAGALKOT,2009,Coconut ,4366.0
Karnataka,BAGALKOT,2009,Coriander,118.0
Karnataka,BAGALKOT,2009,Cotton(lint),4402.0
Karnataka,BAGALKOT,2009,Garlic,32.0
Karnataka,BAGALKOT,2009,Mesta,6.0
Karnataka,BAGALKOT,2009,Sugarcane,6549266.0
Karnataka,BAGALKOT,2009,Sweet potato,99.0
